Date,SPY,QQQ,IWM,EFA,EEM,TLT,IEF,TIP,HYG,GLD,DBC,VNQ,SHV
2007-04-12,0.004443254773673022,0.007917038773489038,0.006724397470740939,0.006677179206014294,0.01671920684419992,0.00022862044916993618,0.0009710961641702376,0.0,0.000670551112731399,-0.0013417406802080922,0.005903102502173407,-0.0068047285901620125,0.00027503698677366906
2007-04-13,0.004562127397480742,0.0020202066558969722,0.006432919626034206,0.003316402257141693,0.0049089600173199965,-0.003089109812667412,-0.001697245101164091,-0.0024945509105425145,-0.0018189937347108387,0.012688438591230478,0.005477425694451865,0.011292665806256652,0.0001823808428942364
2007-04-16,0.009496513900173031,0.009181876283730794,0.013765304384220967,0.01055144306802247,0.011886378146260812,0.005510406977998317,0.0010927910167775057,0.0032013887695756527,-0.0003844652191831166,0.008254793900622559,-0.007782110411775456,0.0012550957438752786,0.00018299618024419928
2007-04-17,0.0026588154444902035,0.002219383192022528,-0.0030301530231755525,0.00012568135862300878,-0.005390527244739984,0.0055929962612928374,0.004245836895147015,0.0005979476440574061,-0.00047972662272999234,-0.005847975394087768,-0.01019598012487466,0.013032480882273045,9.171294773757666e-05
2007-04-18,0.0012236477686389247,-0.0033215549929446198,-0.005837409275815331,-0.00037750375116363255,-0.0074419482567642525,0.004994499446493661,0.0022957289482528065,0.003289019963247375,0.0002875881790342927,0.005588194903205501,0.0003958992099226677,-0.0061852028422987315,0.0006410054522516528
2007-04-19,-0.00027185105917781893,0.003110489030864194,-0.004770740055425549,-0.0037748568545469263,-0.008068802292097499,-0.001694566834596345,-0.00012103719566125548,-0.0004965371018706977,0.003456275441960477,-0.01243051342881718,-0.0027721508862584843,-0.006721189434613417,9.229379233999246e-05
2007-04-20,0.009441185327917268,0.005536953971294611,0.011676594254739436,0.011494434302055323,0.011913595880660655,-0.0026022564354973854,-0.0010841775923718933,0.0003977737206251053,-0.000573871542171589,0.01732560625047741,0.013900031467616314,0.007518698226519405,-9.228527498184036e-05
2007-04-23,-0.0037677705142113993,0.0015421783678271073,-0.001093813342667782,-0.009740231956068657,-0.003978528937837789,0.0036307333639329364,0.0020516134671038078,0.0022852564403756936,0.0005742010598193126,-0.006404582700974548,0.006658803669006508,0.011193621044932822,0.0003668608816880248
2007-04-24,0.0004053079604842136,0.005058307514318239,-0.00048658506597776263,-0.0006307595997671056,-0.00016304041537595904,0.003729901990108919,0.001926552269237769,0.0016854479486700935,0.006888140709072621,-0.007764411993998022,-0.013618784598541378,-0.006764938858719649,9.114949507349479e-05
2007-04-25,0.00918118523242617,0.013347811110150598,0.0027991512769083293,0.009337319164202995,0.012392884149838856,-0.003491180548109929,-0.0006011359858288934,9.88444099370156e-05,0.0015196164657018674,0.0023622622882752964,0.01972407673780463,-0.0006188120107527562,0.00027388620842305755
2007-04-26,0.001137596955851583,0.005182264852200191,0.0055813609914801,-0.0046254280956750105,-0.0026575323778470494,-0.007232628091192739,-0.0028863410404250667,-0.0027712861539638256,0.0018023277982193164,-0.01502425470962565,-0.006963384294342845,0.0006191951761647108,-0.0002738112153073402
2007-04-27,-0.0008017137409753738,0.00042976424947838154,-0.004223021362107393,-0.0021346982981397256,-0.005006227228113724,-0.00022713537929253125,0.0,0.00019875108968636646,0.0,0.01031845048110136,0.005064137199282781,-0.0024763996133235766,0.00036539751252107067
2007-04-30,-0.008292689397022435,-0.01309883758615582,-0.021570638930475616,-0.0036503143150043993,-0.019315410577124936,0.01047420090440565,0.00434193237345859,0.005357826278816535,9.538981726775475e-05,-0.0069567974790926135,-0.008914595215917975,-0.016139339177473455,0.0001830482519447063
2007-05-01,0.002561970315523965,-0.0008699822463262841,0.004086583625117379,-0.0010106608251806426,0.003972228459713678,0.000724009010720339,4.764673022084054e-05,-0.0001395350622883651,0.0001236857202933095,-0.005962049758802435,0.0019554189102262143,-0.008706272763976841,0.00028400116300830724
